"File","Alt text (already written)","Credit","Tags","Pixels","Rendering note","Used on which built pages","Usable?"
"/images/photos/cityscapes-yamuna-bridge-group-legacy.jpg","A school group in blazers posed for a photograph on a sandy Yamuna bank, a road bridge behind them","Swechha archive","(untagged)","960x540","signal: none","work/index.html","YES"
"/images/photos/cityscapes-yamuna-pollution-plastic-debris-legacy.jpg","A dog picking its way across a solid mat of plastic waste floating on the Yamuna beneath a bridge","Swechha archive","(untagged)","640x960","signal: none","NOT USED ANYWHERE","YES"
"/images/photos/cityscapes-yamuna-walk-dry-riverbed-legacy.jpg","A line of students walking across a dry, cracked stretch of Yamuna riverbed towards a road bridge","Swechha archive","(untagged)","960x640","signal: none","home.html, work/journeys/cityscapes.html","YES"
"/images/photos/cityscapes-yamuna-walk-facilitator-pointing-legacy.jpg","A facilitator pointing out across the Yamuna to a small group of students standing on the bank","Swechha archive","(untagged)","960x640","signal: none","home.html, impact.html, work/journeys.html","YES"
"/images/photos/cityscapes-yamuna-walk-water-hyacinth-legacy.jpg","Two people standing on the rocky edge of the Yamuna looking out over water matted with hyacinth","Swechha archive","(untagged)","746x560","signal: none","work/journeys/cityscapes.html","YES"
"/images/photos/cityscapes-yamuna-walk.jpg","The Yamuna running between wooded banks below a line of city towers","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","684x780","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/cityscapes-yamuna-wetland-wading-legacy.jpg","A line of people wading through shallow water at a reed-lined wetland edge, bags held clear","Swechha archive","(untagged)","1252x812","signal: none","work/journeys/cityscapes.html","YES"
"/images/photos/clean-air-protest.jpg","Students holding hand-lettered clean-air placards","Swechha archive","(untagged)","2400x1600","signal: none","home.html, impact.html, work/campaigns.html, work/index.html, work/projects/influence.html","YES"
"/images/photos/community-meal.jpg","Volunteers serving a shared meal to a seated gathering","Swechha archive","community","560x746","signal: red","home.html, impact.html, work/events.html, work/projects/me-to-we.html","YES"
"/images/photos/corbett-spotted-deer-forest.jpg","Spotted deer in forest undergrowth","Stock library — NOT a Swechha photograph","(untagged)","2000x1429","signal: none","NOT USED ANYWHERE","NO — bought stock, refused by the build"
"/images/photos/delhi-smog-skyline.jpg","Delhi high-rise blocks dissolving into heavy smog","Swechha archive","air, delhi","746x746","signal: none","work/campaigns.html","YES"
"/images/photos/farm-barren-ground.jpg","Bare ground and low scrub at the edge of the farm, hills on the horizon","Swechha archive","farm","1288x859","signal: none","farm.html","YES"
"/images/photos/farm-building-yellow-trees.jpg","A farm building framed by yellow flowering trees","Swechha archive","farm","746x560","signal: mustard","work/projects/farm-school.html","YES"
"/images/photos/farm-cow-closeup.jpg","A cow at the feeding rail in a shed","Swechha archive","farm, dairy","746x746","signal: none","work/projects/farm-school.html","YES"
"/images/photos/farm-cows-shed.jpg","Cows resting in an open shed","Swechha archive","farm, dairy","286x214","signal: none","home.html","YES"
"/images/photos/farm-cows-sunrise.jpg","Cows on open ground at sunrise in warm haze","Swechha archive","farm, dairy","1440x960","signal: none","farm.html, work/projects/farm-school.html","YES"
"/images/photos/farm-mudhouse-interior.jpg","Inside an A-frame mud house — a bed under the bamboo apex, a small window at the far end","Swechha archive","farm, stay","720x480","signal: none","farm.html","YES"
"/images/photos/farm-mudhouse-washroom.jpg","A washroom built into a mud wall, a basin and dried grass in the alcove","Swechha archive","farm, stay","884x590","signal: none","farm.html","YES"
"/images/photos/farm-mudhouses-day.jpg","Two A-frame mud houses under thatch, planting beds curving in front of them","Swechha archive","farm, stay","2000x1334","signal: none","NOT USED ANYWHERE","YES"
"/images/photos/farm-mudhouses-night.jpg","The mud houses lit from inside after dark, their windows warm against the field","Swechha archive","farm, stay","720x480","signal: none","farm.html","YES"
"/images/photos/farm-mudhouses-track.jpg","Thatched mud houses on a rise above the planted rows, a track running up to them","Swechha archive","farm, stay","2000x1334","signal: none","farm.html","YES"
"/images/photos/farm-pavilion-thatch.jpg","An open pavilion under thatch, drapes tied back around a round table and chairs","Swechha archive","farm, stay","720x540","signal: none","farm.html","YES"
"/images/photos/farm-plot-children-facilitator.jpg","A facilitator and children standing around a farm plot","Swechha archive","farm, schools","2000x1500","colour baked in — takes NO filter; signal: red","home.html, work/projects.html","YES"
"/images/photos/farm-sowing-furrows.jpg","Four people working along freshly drawn furrows, sowing by hand","Swechha archive","farm, work","884x590","signal: none","farm.html","YES"
"/images/photos/farm-thatch-amaltas.jpg","A thatched farm building seen through amaltas blossom in full flower","Swechha archive","farm","2000x1500","colour baked in — takes NO filter; signal: yellow","work/projects/farm-school.html","YES"
"/images/photos/farm-tractor-ploughing.jpg","A red tractor ploughing a field at the farm","Swechha archive","(untagged)","746x498","colour baked in — takes NO filter; signal: red","work/projects/farm-school.html","YES"
"/images/photos/forest-group-walk.jpg","A group walking together through hill forest","Swechha archive","youth, journey","560x746","signal: red","work/journeys.html, work/journeys/naturescapes.html","YES"
"/images/photos/gram-anubhav-central-india-villages.jpg","A dirt lane running between mud-walled, thatched houses under palms","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1921","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-community-circle.jpg","A large group seated in a circle under a tree at the end of the day","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1811","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-desert-villages.jpg","Low thatched dwellings under a broad tree on dry open ground","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1921","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-group-learning.jpg","Students sitting on the ground with village elders in conversation","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1800","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-hero.jpg","A circle of students and villagers sitting on the ground in conversation outside a tiled village house, a yellow-leaved branch at the right","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1314","colour baked in — takes NO filter; signal: yellow","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-himalayan-villages.jpg","Terraced hillsides with clustered slate-roofed houses below forested ridges","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1910","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-local-food.jpg","A woman cooking over a wood-fired stove at a village hearth","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1800","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-north-east-villages.jpg","A hillside settlement stepping down a steep forested slope","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1857","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-rural-community.jpg","A village woman standing beside her cattle","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1800","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-shramdaan.jpg","A line of students bent over working the soil of a field","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","1785x1750","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-southern-villages.jpg","Tiled village roofs among dense coconut palms","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1867","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/gram-anubhav-village-walk.jpg","Students walking a narrow village path with their packs","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1800","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"/images/photos/grasses-dusk.jpg","Tall grasses silhouetted against a dusk sky","Swechha archive","landscape","560x746","signal: none","work/journeys/naturescapes.html","YES"
"/images/photos/green-the-map-tote.jpg","A Green the Map tote bag","Swechha archive","(untagged)","368x245","colour baked in — takes NO filter; signal: green","home.html","YES"
"/images/photos/hillside-gathering.jpg","A large group seated on a hillside slope","Swechha archive","youth, journey","1500x2000","signal: none","stories.html, work/journeys/naturescapes.html, work/projects/influence.html","YES"
"/images/photos/hillside-journaling-group.jpg","A group spread across a hillside writing and observing under a tree","Swechha archive","journeys, nature","560x746","colour baked in — takes NO filter; signal: red","home.html, impact.html, work/index.html, work/journeys.html, work/journeys/naturescapes.html, work/projects/influence.html","YES"
"/images/photos/india-gate-dusk.jpg","India Gate at dusk, its lamps lit under a hazy sky","Swechha archive","delhi, air","2000x1333","signal: none","publications.html, work/events.html","YES"
"/images/photos/india-gate-hero.jpg","India Gate through Delhi haze","Swechha archive","(untagged)","2400x1601","signal: none","home.html, situation-air.html","YES"
"/images/photos/jaisalmer-camel-dunes.jpg","Camels on desert dunes","Stock library — NOT a Swechha photograph","(untagged)","2000x1125","signal: none","NOT USED ANYWHERE","NO — bought stock, refused by the build"
"/images/photos/journeys-hero.jpg","A group walking up a boulder-strewn river valley below snow peaks, a single yellow bloom in the foreground","Swechha archive","(untagged)","1536x1024","colour baked in — takes NO filter; signal: yellow","work/index.html, work/journeys.html","YES"
"/images/photos/kans-grass-yellow-flower.jpg","A yellow flower among tall kans grass","Swechha archive","farm, biodiversity","746x497","signal: mustard","work/projects/eco-action.html","YES"
"/images/photos/langar-community-meal.jpg","Volunteers serving a shared meal down a seated line in a langar hall","Swechha archive","community, journeys","560x746","colour baked in — takes NO filter; signal: orange","home.html, work/events.html, work/journeys/yamuna-yatra.html","YES"
"/images/photos/langur-golden-portrait.jpg","A langur sitting upright on a branch, an infant tucked beside it","Swechha archive","nature, wildlife","559x746","colour baked in — takes NO filter; signal: orange","work/journeys/naturescapes.html","YES"
"/images/photos/langur-portrait.jpg","A langur sitting in profile on rock","Swechha archive","biodiversity","1500x2000","signal: none","NOT USED ANYWHERE","YES"
"/images/photos/langurs-branch-family.jpg","A family of langurs resting along a fallen branch","Swechha archive","nature, wildlife","560x746","colour baked in — takes NO filter; signal: orange","work/journeys/naturescapes.html","YES"
"/images/photos/langurs-resting.jpg","Langurs resting together on a rock ledge","Swechha archive","biodiversity","560x746","signal: none","work/journeys/naturescapes.html","YES"
"/images/photos/leafy-greens-crop.jpg","A dense bed of leafy greens under cultivation","Swechha archive","farm","1182x532","signal: green","work/projects/eco-action.html","YES"
"/images/photos/magenta-flowers.jpg","Magenta flowers open against green leaves","Swechha archive","biodiversity","560x746","signal: red","work/projects/eco-action.html","YES"
"/images/photos/microgreens-trays.jpg","Trays of microgreens under grow racks","Swechha archive","farm, food","1182x533","colour baked in — takes NO filter; signal: green","work/projects.html, work/projects/farm-school.html","YES"
"/images/photos/monsoon-flooded-fields.jpg","Monsoon cloud over flooded fields, a transmission tower on the horizon","lensnmatter, CC BY 2.0, via Wikimedia Commons (cropped)","situation, monsoon, rainfall, placeholder","1400x730","","home.html, situation-climate-event.html","YES"
"/images/photos/mukteshwar-pines-snow-peak.jpg","Pines below a snow peak","Stock library — NOT a Swechha photograph","(untagged)","2000x1333","signal: none","NOT USED ANYWHERE","NO — bought stock, refused by the build"
"/images/photos/nursery-plants.jpg","Young plants at knee height in a nursery bed","Swechha archive","nursery, farm","561x746","signal: green","farm.html, work/campaigns/monsoon-wooding.html, work/projects.html, work/projects/farm-school.html","YES"
"/images/photos/oranges-branch.jpg","Oranges ripening on the branch","Swechha archive","farm","2000x1500","signal: red","NOT USED ANYWHERE","YES"
"/images/photos/oranges-on-tree.jpg","A cluster of oranges on a citrus tree","Swechha archive","farm","1500x2000","signal: red","NOT USED ANYWHERE","YES"
"/images/photos/oranges-tree-branch.jpg","Oranges hanging along a branch in low sun","Swechha archive","farm, food","2000x1500","colour baked in — takes NO filter; signal: orange","NOT USED ANYWHERE","YES"
"/images/photos/oranges-tree-cluster.jpg","Oranges ripening in dense clusters on the tree","Swechha archive","farm, food","828x1104","colour baked in — takes NO filter; signal: orange","farm.html, work/projects/farm-school.html","YES"
"/images/photos/pine-forest-path.jpg","A single figure on a path through a dense stand of tall pines","Swechha archive","journey, landscape","2000x1334","signal: green","home.html, situation-forest-loss.html, work/journeys/naturescapes.html","YES"
"/images/photos/pink-flower-bud.jpg","A pink flower bud opening on a leafy stem","Swechha archive","biodiversity","746x746","signal: red","work/projects/eco-action.html","YES"
"/images/photos/ranthambore-tiger-grass.jpg","A tiger in tall grass","Stock library — NOT a Swechha photograph","(untagged)","2000x1219","signal: none","NOT USED ANYWHERE","NO — bought stock, refused by the build"
"/images/photos/red-flower-bud-branch.jpg","A single red flower bud opening on a bare branch","Swechha archive","nature","720x720","colour baked in — takes NO filter; signal: red","NOT USED ANYWHERE","YES"
"/images/photos/red-flower-cluster.jpg","A cluster of red flowers above long green leaves","Swechha archive","biodiversity","746x497","signal: red","work/projects/eco-action.html","YES"
"/images/photos/red-trumpet-flowers.jpg","Red trumpet flowers against an open sky","Swechha archive","nature","1080x1440","colour baked in — takes NO filter; signal: red","work/projects/eco-action.html","YES"
"/images/photos/ridge-road-dusk.jpg","A ridge road curving away at dusk","Swechha archive","landscape","2000x1500","signal: none","situation-heatwave.html, work/journeys/naturescapes.html","YES"
"/images/photos/river-valley-hillside-climb.jpg","A long line of walkers climbing a hillside path above a river valley","Swechha archive","journeys, yamuna","1536x2048","colour baked in — takes NO filter; signal: red","work/journeys.html, work/journeys/yamuna-yatra.html","YES"
"/images/photos/school-children-group.jpg","A group of schoolchildren crowded together, smiling at the camera","Swechha archive","youth, education","1499x2000","signal: none","home.html, impact.html, work/projects.html, work/projects/me-to-we.html","YES"
"/images/photos/school-selfie-uniform.jpg","A facilitator taking a phone photograph with a crowd of uniformed schoolchildren","Swechha archive","schools","953x1271","colour baked in — takes NO filter; signal: none","home.html, work/projects/me-to-we.html","YES"
"/images/photos/snow-trek-group.jpg","A group trekking through snow on a hill path","Swechha archive","journey, youth","560x746","signal: none","home.html, work/journeys/yamuna-yatra.html","YES"
"/images/photos/sunderbans-mangrove-roots.jpg","Exposed mangrove roots","Stock library — NOT a Swechha photograph","(untagged)","2000x1333","signal: none","NOT USED ANYWHERE","NO — bought stock, refused by the build"
"/images/photos/swechha-farm-thatch-pavilion-classroom.jpg","Children seated on a red bench under a bamboo-and-thatch pavilion roof, potted plants hanging above an open-air classroom","Swechha archive","(untagged)","720x960","signal: none","farm.html","YES"
"/images/photos/trekkers-hillside.jpg","A long line of trekkers crossing a hillside","Swechha archive","journey, youth","560x746","signal: red","home.html, work/journeys.html, work/journeys/yamuna-yatra.html","YES"
"/images/photos/turmeric-plot-workers.jpg","Turmeric plants at knee height, two figures working the rows behind","Swechha archive","farm, food","889x1182","colour baked in — takes NO filter; signal: green","home.html, impact.html, work/index.html, work/projects.html, work/projects/farm-school.html","YES"
"/images/photos/uttarakhand-fire-scar-2016.jpg","A burnt hillside of charred pines after the 2016 Uttarakhand forest fires","ArmouredCyborg, CC BY-SA 4.0, via Wikimedia Commons","situation, fire, placeholder","1400x1050","","home.html, situation-forest-fire.html","YES"
"/images/photos/yamuna-barrage-crowd.jpg","People gathered along the Yamuna below the city skyline","Swechha archive","yamuna, community","1080x1440","signal: red","home.html, work/campaigns.html, work/events.html","YES"
"/images/photos/yamuna-floodplain-crowd.jpg","A crowd on the Yamuna floodplain looking out over the river","Swechha archive","yamuna, community","2000x923","signal: red","about.html, home.html, work/events.html, work/projects/me-to-we.html","YES"
"/images/photos/yamuna-source-rapids.jpg","The Yamuna running fast over rocks below Himalayan slopes","Swechha archive","yamuna, journey","1080x1440","signal: none","work/journeys/yamuna-yatra.html","YES"
"/images/photos/yamuna-students-foam-line.jpg","Students standing along the bank facing the foam-covered Yamuna","Swechha archive","yamuna, journeys","1280x591","colour baked in — takes NO filter; signal: none","home.html, impact.html, situation-yamuna.html, work/campaigns.html, work/journeys/yamuna-yatra.html","YES"
"/images/photos/yamuna-students-line-skyline.jpg","A long line of students facing the Yamuna, the city skyline behind","Swechha archive","yamuna, journeys","1536x2048","colour baked in — takes NO filter; signal: none","home.html, work/campaigns.html, work/index.html, work/journeys/yamuna-yatra.html","YES"
"/images/photos/yellow-flower-closeup.jpg","A single yellow flower in close-up","Swechha archive","(untagged)","1500x2000","signal: yellow","NOT USED ANYWHERE","YES"
"/images/photos/youth-site-visit.jpg","Young volunteers gathered at a planting site","Swechha archive","youth, planting","1182x886","signal: red","home.html, impact.html, work/campaigns/monsoon-wooding.html, work/projects/influence.html, work/projects/me-to-we.html","YES"
